activity,person,meta_file,terminal_positoin
2_walk,person06016,HASC0604291.meta,bag
2_walk,person06016,HASC0604292.meta,bag
2_walk,person06016,HASC0604293.meta,bag
2_walk,person06016,HASC0604294.meta,bag
2_walk,person06016,HASC0604295.meta,bag
2_walk,person06016,HASC0604296.meta,bag
2_walk,person06016,HASC0604297.meta,bag
2_walk,person06016,HASC0604298.meta,bag
2_walk,person06016,HASC0604299.meta,bag
2_walk,person06016,HASC0604300.meta,bag
2_walk,person06016,HASC0604301.meta,bag
2_walk,person06016,HASC0604302.meta,bag
2_walk,person06016,HASC0604303.meta,bag
2_walk,person06016,HASC0604304.meta,bag
2_walk,person06016,HASC0604305.meta,bag
2_walk,person06016,HASC0604306.meta,bag
2_walk,person06016,HASC0604307.meta,bag
2_walk,person06016,HASC0604308.meta,bag
2_walk,person06016,HASC0604309.meta,bag
2_walk,person06016,HASC0604310.meta,bag
2_walk,person06016,HASC0604311.meta,bag
2_walk,person06016,HASC0604312.meta,bag
2_walk,person06016,HASC0604313.meta,bag
2_walk,person06016,HASC0604314.meta,bag
2_walk,person06016,HASC0604315.meta,bag
2_walk,person06016,HASC0604316.meta,bag
2_walk,person06016,HASC0604317.meta,bag
2_walk,person06016,HASC0604318.meta,bag
2_walk,person06016,HASC0604319.meta,bag
2_walk,person06016,HASC0604320.meta,bag
2_walk,person06016,HASC0604321.meta,bag
2_walk,person06016,HASC0604322.meta,bag
2_walk,person06016,HASC0604323.meta,bag
2_walk,person06016,HASC0604324.meta,bag
2_walk,person06016,HASC0604325.meta,bag
2_walk,person06016,HASC0604326.meta,bag
2_walk,person06016,HASC0604327.meta,bag
2_walk,person06016,HASC0604328.meta,bag
2_walk,person06016,HASC0604329.meta,bag
2_walk,person06016,HASC0604330.meta,bag
2_walk,person06016,HASC0604331.meta,bag
2_walk,person06016,HASC0604332.meta,bag
2_walk,person06016,HASC0604333.meta,bag
2_walk,person06016,HASC0604334.meta,bag
2_walk,person06016,HASC0604335.meta,bag
2_walk,person06016,HASC0604336.meta,bag
2_walk,person06016,HASC0604337.meta,bag
2_walk,person06016,HASC0604338.meta,bag
2_walk,person06016,HASC0604339.meta,bag
2_walk,person06016,HASC0604340.meta,bag
2_walk,person06016,HASC0604341.meta,bag
2_walk,person06016,HASC0604342.meta,bag
2_walk,person06016,HASC0604343.meta,bag
2_walk,person06016,HASC0604344.meta,bag
2_walk,person06016,HASC0604345.meta,bag
2_walk,person06016,HASC0604346.meta,hand
2_walk,person06016,HASC0604347.meta,hand
2_walk,person06016,HASC0604348.meta,hand
2_walk,person06016,HASC0604349.meta,hand
2_walk,person06016,HASC0604350.meta,hand
2_walk,person06016,HASC0604351.meta,hand
2_walk,person06016,HASC0604352.meta,hand
2_walk,person06016,HASC0604353.meta,hand
2_walk,person06016,HASC0604354.meta,hand
2_walk,person06016,HASC0604355.meta,hand
2_walk,person06016,HASC0604356.meta,hand
2_walk,person06016,HASC0604357.meta,hand
2_walk,person06016,HASC0604358.meta,hand
2_walk,person06016,HASC0604359.meta,hand
2_walk,person06016,HASC0604360.meta,hand
2_walk,person06016,HASC0604361.meta,hand
2_walk,person06016,HASC0604362.meta,hand
2_walk,person06016,HASC0604363.meta,hand
2_walk,person06016,HASC0604364.meta,hand
2_walk,person06016,HASC0604365.meta,hand
2_walk,person06016,HASC0604366.meta,hand
2_walk,person06016,HASC0604367.meta,hand
2_walk,person06016,HASC0604368.meta,hand
2_walk,person06016,HASC0604369.meta,hand
2_walk,person06016,HASC0604370.meta,hand
2_walk,person06016,HASC0604371.meta,hand
2_walk,person06016,HASC0604372.meta,hand
2_walk,person06016,HASC0604373.meta,hand
2_walk,person06016,HASC0604374.meta,hand
2_walk,person06016,HASC0604375.meta,hand
2_walk,person06016,HASC0604376.meta,hand
2_walk,person06016,HASC0604377.meta,hand
2_walk,person06016,HASC0604378.meta,hand
2_walk,person06016,HASC0604379.meta,hand
2_walk,person06016,HASC0604380.meta,hand
2_walk,person06016,HASC0604381.meta,hand
2_walk,person06016,HASC0604382.meta,hand
2_walk,person06016,HASC0604383.meta,hand
2_walk,person06017,HASC0604384.meta,pants-pocket
2_walk,person06017,HASC0604385.meta,pants-pocket
2_walk,person06017,HASC0604386.meta,pants-pocket
2_walk,person06017,HASC0604387.meta,pants-pocket
2_walk,person06017,HASC0604388.meta,pants-pocket
2_walk,person06017,HASC0604389.meta,pants-pocket
2_walk,person06017,HASC0604390.meta,pants-pocket
2_walk,person06017,HASC0604391.meta,pants-pocket
2_walk,person06017,HASC0604392.meta,pants-pocket
2_walk,person06017,HASC0604393.meta,pants-pocket
2_walk,person06017,HASC0604394.meta,pants-pocket
2_walk,person06017,HASC0604395.meta,pants-pocket
2_walk,person06017,HASC0604396.meta,pants-pocket
2_walk,person06017,HASC0604397.meta,pants-pocket
2_walk,person06017,HASC0604398.meta,pants-pocket
2_walk,person06017,HASC0604399.meta,pants-pocket
2_walk,person06017,HASC0604400.meta,pants-pocket
2_walk,person06017,HASC0604401.meta,pants-pocket
2_walk,person06017,HASC0604402.meta,pants-pocket
2_walk,person06017,HASC0604403.meta,pants-pocket
2_walk,person06017,HASC0604404.meta,pants-pocket
2_walk,person06017,HASC0604405.meta,pants-pocket
2_walk,person06017,HASC0604406.meta,pants-pocket
2_walk,person06017,HASC0604407.meta,pants-pocket
2_walk,person06017,HASC0604408.meta,pants-pocket
2_walk,person06017,HASC0604409.meta,pants-pocket
2_walk,person06017,HASC0604410.meta,pants-pocket
2_walk,person06017,HASC0604411.meta,pants-pocket
2_walk,person06017,HASC0604412.meta,pants-pocket
2_walk,person06017,HASC0604413.meta,pants-pocket
2_walk,person06017,HASC0604414.meta,pants-pocket
2_walk,person06017,HASC0604415.meta,pants-pocket
2_walk,person06017,HASC0604416.meta,pants-pocket
2_walk,person06017,HASC0604417.meta,pants-pocket
2_walk,person06017,HASC0604418.meta,pants-pocket
2_walk,person06017,HASC0604419.meta,pants-pocket
2_walk,person06017,HASC0604420.meta,pants-pocket
2_walk,person06017,HASC0604421.meta,pants-pocket
2_walk,person06017,HASC0604422.meta,chest
2_walk,person06017,HASC0604423.meta,chest
2_walk,person06017,HASC0604424.meta,chest
2_walk,person06017,HASC0604425.meta,chest
2_walk,person06017,HASC0604426.meta,chest
2_walk,person06017,HASC0604427.meta,chest
2_walk,person06017,HASC0604428.meta,chest
2_walk,person06017,HASC0604429.meta,chest
2_walk,person06017,HASC0604430.meta,chest
2_walk,person06017,HASC0604431.meta,chest
2_walk,person06017,HASC0604432.meta,chest
2_walk,person06017,HASC0604433.meta,chest
2_walk,person06017,HASC0604434.meta,chest
2_walk,person06017,HASC0604435.meta,chest
2_walk,person06017,HASC0604436.meta,chest
2_walk,person06017,HASC0604437.meta,chest
2_walk,person06017,HASC0604438.meta,chest
2_walk,person06017,HASC0604439.meta,chest
2_walk,person06017,HASC0604440.meta,chest
2_walk,person06017,HASC0604441.meta,chest
2_walk,person06017,HASC0604442.meta,chest
2_walk,person06017,HASC0604443.meta,chest
2_walk,person06017,HASC0604444.meta,chest
2_walk,person06017,HASC0604445.meta,chest
2_walk,person06017,HASC0604446.meta,chest
2_walk,person06017,HASC0604447.meta,chest
2_walk,person06017,HASC0604448.meta,chest
2_walk,person06017,HASC0604449.meta,chest
2_walk,person06017,HASC0604450.meta,chest
2_walk,person06017,HASC0604451.meta,chest
2_walk,person06017,HASC0604452.meta,chest
2_walk,person06017,HASC0604453.meta,chest
2_walk,person06017,HASC0604454.meta,chest
2_walk,person06017,HASC0604455.meta,chest
2_walk,person06017,HASC0604456.meta,chest
2_walk,person06017,HASC0604457.meta,chest
2_walk,person06017,HASC0604458.meta,chest
2_walk,person06017,HASC0604459.meta,chest
2_walk,person06017,HASC0604460.meta,bag
2_walk,person06017,HASC0604461.meta,bag
2_walk,person06017,HASC0604462.meta,bag
2_walk,person06017,HASC0604463.meta,bag
2_walk,person06017,HASC0604464.meta,bag
2_walk,person06017,HASC0604465.meta,bag
2_walk,person06017,HASC0604466.meta,bag
2_walk,person06017,HASC0604467.meta,bag
2_walk,person06017,HASC0604468.meta,bag
2_walk,person06017,HASC0604469.meta,bag
2_walk,person06017,HASC0604470.meta,bag
2_walk,person06017,HASC0604471.meta,bag
2_walk,person06017,HASC0604472.meta,bag
2_walk,person06017,HASC0604473.meta,bag
2_walk,person06017,HASC0604474.meta,bag
2_walk,person06017,HASC0604475.meta,bag
2_walk,person06017,HASC0604476.meta,bag
2_walk,person06017,HASC0604477.meta,bag
2_walk,person06017,HASC0604478.meta,bag
2_walk,person06017,HASC0604479.meta,bag
2_walk,person06017,HASC0604480.meta,bag
2_walk,person06017,HASC0604481.meta,bag
2_walk,person06017,HASC0604482.meta,bag
2_walk,person06017,HASC0604483.meta,bag
2_walk,person06017,HASC0604484.meta,bag
2_walk,person06017,HASC0604485.meta,bag
2_walk,person06017,HASC0604486.meta,bag
2_walk,person06017,HASC0604487.meta,bag
2_walk,person06017,HASC0604488.meta,bag
2_walk,person06017,HASC0604489.meta,bag
2_walk,person06017,HASC0604490.meta,bag
2_walk,person06017,HASC0604491.meta,bag
2_walk,person06017,HASC0604492.meta,bag
2_walk,person06017,HASC0604493.meta,bag
2_walk,person06017,HASC0604494.meta,bag
2_walk,person06017,HASC0604495.meta,bag
2_walk,person06017,HASC0604496.meta,bag
2_walk,person06017,HASC0604497.meta,bag
2_walk,person06017,HASC0604498.meta,bag
2_walk,person06017,HASC0604499.meta,bag
2_walk,person06017,HASC0604500.meta,bag
2_walk,person06017,HASC0604501.meta,bag
2_walk,person06017,HASC0604502.meta,bag
2_walk,person06017,HASC0604503.meta,bag
2_walk,person06017,HASC0604504.meta,bag
2_walk,person06017,HASC0604505.meta,bag
2_walk,person06017,HASC0604506.meta,bag
2_walk,person06017,HASC0604507.meta,bag
2_walk,person06017,HASC0604508.meta,bag
2_walk,person06017,HASC0604509.meta,bag
2_walk,person06017,HASC0604510.meta,bag
2_walk,person06017,HASC0604511.meta,bag
2_walk,person06017,HASC0604512.meta,bag
2_walk,person06017,HASC0604513.meta,bag
2_walk,person06017,HASC0604514.meta,bag
2_walk,person06017,HASC0604515.meta,bag
2_walk,person06017,HASC0604516.meta,bag
2_walk,person06017,HASC0604517.meta,bag
2_walk,person06017,HASC0604518.meta,bag
2_walk,person06017,HASC0604519.meta,bag
2_walk,person06017,HASC0604520.meta,bag
2_walk,person06017,HASC0604521.meta,bag
2_walk,person06017,HASC0604522.meta,bag
2_walk,person06017,HASC0604523.meta,bag
2_walk,person06017,HASC0604524.meta,bag
2_walk,person06017,HASC0604525.meta,bag
2_walk,person06017,HASC0604526.meta,bag
2_walk,person06017,HASC0604527.meta,bag
2_walk,person06017,HASC0604528.meta,bag
2_walk,person06017,HASC0604529.meta,bag
2_walk,person06017,HASC0604530.meta,bag
2_walk,person06017,HASC0604531.meta,bag
2_walk,person06017,HASC0604532.meta,bag
2_walk,person06017,HASC0604533.meta,bag
2_walk,person06017,HASC0604534.meta,bag
2_walk,person06017,HASC0604535.meta,bag
2_walk,person06017,HASC0604536.meta,hand
2_walk,person06017,HASC0604537.meta,hand
2_walk,person06017,HASC0604538.meta,hand
2_walk,person06017,HASC0604539.meta,hand
2_walk,person06017,HASC0604540.meta,hand
2_walk,person06017,HASC0604541.meta,hand
2_walk,person06017,HASC0604542.meta,hand
2_walk,person06017,HASC0604543.meta,hand
2_walk,person06017,HASC0604544.meta,hand
2_walk,person06017,HASC0604545.meta,hand
2_walk,person06017,HASC0604546.meta,hand
2_walk,person06017,HASC0604547.meta,hand
2_walk,person06017,HASC0604548.meta,hand
2_walk,person06017,HASC0604549.meta,hand
2_walk,person06017,HASC0604550.meta,hand
2_walk,person06017,HASC0604551.meta,hand
2_walk,person06017,HASC0604552.meta,hand
2_walk,person06017,HASC0604553.meta,hand
2_walk,person06017,HASC0604554.meta,hand
2_walk,person06017,HASC0604555.meta,hand
2_walk,person06017,HASC0604556.meta,hand
2_walk,person06017,HASC0604557.meta,hand
2_walk,person06017,HASC0604558.meta,hand
2_walk,person06017,HASC0604559.meta,hand
2_walk,person06017,HASC0604560.meta,hand
2_walk,person06017,HASC0604561.meta,hand
2_walk,person06017,HASC0604562.meta,hand
2_walk,person06017,HASC0604563.meta,hand
2_walk,person06017,HASC0604564.meta,hand
2_walk,person06017,HASC0604565.meta,hand
2_walk,person06017,HASC0604566.meta,hand
2_walk,person06017,HASC0604567.meta,hand
2_walk,person06017,HASC0604568.meta,hand
2_walk,person06017,HASC0604569.meta,hand
2_walk,person06017,HASC0604570.meta,hand
2_walk,person06017,HASC0604571.meta,hand
2_walk,person06017,HASC0604572.meta,hand
2_walk,person06017,HASC0604573.meta,hand
2_walk,person06018,HASC0604574.meta,pants-pocket
2_walk,person06018,HASC0604575.meta,pants-pocket
2_walk,person06018,HASC0604576.meta,pants-pocket
2_walk,person06018,HASC0604577.meta,pants-pocket
2_walk,person06018,HASC0604578.meta,pants-pocket
2_walk,person06018,HASC0604579.meta,pants-pocket
2_walk,person06018,HASC0604580.meta,pants-pocket
2_walk,person06018,HASC0604581.meta,pants-pocket
2_walk,person06018,HASC0604582.meta,pants-pocket
2_walk,person06018,HASC0604583.meta,pants-pocket
2_walk,person06018,HASC0604584.meta,pants-pocket
2_walk,person06018,HASC0604585.meta,pants-pocket
2_walk,person06018,HASC0604586.meta,pants-pocket
2_walk,person06018,HASC0604587.meta,pants-pocket
2_walk,person06018,HASC0604588.meta,pants-pocket
2_walk,person06018,HASC0604589.meta,pants-pocket
2_walk,person06018,HASC0604590.meta,pants-pocket
2_walk,person06018,HASC0604591.meta,pants-pocket
2_walk,person06018,HASC0604592.meta,pants-pocket
2_walk,person06018,HASC0604593.meta,pants-pocket
2_walk,person06018,HASC0604594.meta,pants-pocket
2_walk,person06018,HASC0604595.meta,pants-pocket
2_walk,person06018,HASC0604596.meta,pants-pocket
2_walk,person06018,HASC0604597.meta,pants-pocket
2_walk,person06018,HASC0604598.meta,pants-pocket
2_walk,person06018,HASC0604599.meta,pants-pocket
2_walk,person06018,HASC0604600.meta,pants-pocket
2_walk,person06018,HASC0604601.meta,pants-pocket
2_walk,person06018,HASC0604602.meta,pants-pocket
2_walk,person06018,HASC0604603.meta,pants-pocket
2_walk,person06018,HASC0604604.meta,pants-pocket
2_walk,person06018,HASC0604605.meta,pants-pocket
2_walk,person06018,HASC0604606.meta,pants-pocket
2_walk,person06018,HASC0604607.meta,pants-pocket
2_walk,person06018,HASC0604608.meta,pants-pocket
2_walk,person06018,HASC0604609.meta,pants-pocket
2_walk,person06018,HASC0604610.meta,pants-pocket
2_walk,person06018,HASC0604611.meta,pants-pocket
2_walk,person06018,HASC0604612.meta,chest
2_walk,person06018,HASC0604613.meta,chest
2_walk,person06018,HASC0604614.meta,chest
2_walk,person06018,HASC0604615.meta,chest
2_walk,person06018,HASC0604616.meta,chest
2_walk,person06018,HASC0604617.meta,chest
2_walk,person06018,HASC0604618.meta,chest
2_walk,person06018,HASC0604619.meta,chest
2_walk,person06018,HASC0604620.meta,chest
2_walk,person06018,HASC0604621.meta,chest
2_walk,person06018,HASC0604622.meta,chest
2_walk,person06018,HASC0604623.meta,chest
2_walk,person06018,HASC0604624.meta,chest
2_walk,person06018,HASC0604625.meta,chest
2_walk,person06018,HASC0604626.meta,chest
2_walk,person06018,HASC0604627.meta,chest
2_walk,person06018,HASC0604628.meta,chest
2_walk,person06018,HASC0604629.meta,chest
2_walk,person06018,HASC0604630.meta,chest
2_walk,person06018,HASC0604631.meta,chest
2_walk,person06018,HASC0604632.meta,chest
2_walk,person06018,HASC0604633.meta,chest
2_walk,person06018,HASC0604634.meta,chest
2_walk,person06018,HASC0604635.meta,chest
2_walk,person06018,HASC0604636.meta,chest
2_walk,person06018,HASC0604637.meta,chest
2_walk,person06018,HASC0604638.meta,chest
2_walk,person06018,HASC0604639.meta,chest
2_walk,person06018,HASC0604640.meta,chest
2_walk,person06018,HASC0604641.meta,chest
2_walk,person06018,HASC0604642.meta,chest
2_walk,person06018,HASC0604643.meta,chest
2_walk,person06018,HASC0604644.meta,chest
2_walk,person06018,HASC0604645.meta,chest
2_walk,person06018,HASC0604646.meta,chest
2_walk,person06018,HASC0604647.meta,chest
2_walk,person06018,HASC0604648.meta,chest
2_walk,person06018,HASC0604649.meta,chest
2_walk,person06018,HASC0604650.meta,bag
2_walk,person06018,HASC0604651.meta,bag
2_walk,person06018,HASC0604652.meta,bag
2_walk,person06018,HASC0604653.meta,bag
2_walk,person06018,HASC0604654.meta,bag
2_walk,person06018,HASC0604655.meta,bag
2_walk,person06018,HASC0604656.meta,bag
2_walk,person06018,HASC0604657.meta,bag
2_walk,person06018,HASC0604658.meta,bag
2_walk,person06018,HASC0604659.meta,bag
2_walk,person06018,HASC0604660.meta,bag
2_walk,person06018,HASC0604661.meta,bag
2_walk,person06018,HASC0604662.meta,bag
2_walk,person06018,HASC0604663.meta,bag
2_walk,person06018,HASC0604664.meta,bag
2_walk,person06018,HASC0604665.meta,bag
2_walk,person06018,HASC0604666.meta,bag
2_walk,person06018,HASC0604667.meta,bag
2_walk,person06018,HASC0604668.meta,bag
2_walk,person06018,HASC0604669.meta,bag
2_walk,person06018,HASC0604670.meta,bag
2_walk,person06018,HASC0604671.meta,bag
2_walk,person06018,HASC0604672.meta,bag
2_walk,person06018,HASC0604673.meta,bag
2_walk,person06018,HASC0604674.meta,bag
2_walk,person06018,HASC0604675.meta,bag
2_walk,person06018,HASC0604676.meta,bag
2_walk,person06018,HASC0604677.meta,bag
2_walk,person06018,HASC0604678.meta,bag
2_walk,person06018,HASC0604679.meta,bag
2_walk,person06018,HASC0604680.meta,bag
2_walk,person06018,HASC0604681.meta,bag
2_walk,person06018,HASC0604682.meta,bag
2_walk,person06018,HASC0604683.meta,bag
2_walk,person06018,HASC0604684.meta,bag
2_walk,person06018,HASC0604685.meta,bag
2_walk,person06018,HASC0604686.meta,bag
2_walk,person06018,HASC0604687.meta,bag
2_walk,person06018,HASC0604688.meta,bag
2_walk,person06018,HASC0604689.meta,bag
2_walk,person06018,HASC0604690.meta,bag
2_walk,person06018,HASC0604691.meta,bag
2_walk,person06018,HASC0604692.meta,bag
2_walk,person06018,HASC0604693.meta,bag
2_walk,person06018,HASC0604694.meta,bag
2_walk,person06018,HASC0604695.meta,bag
2_walk,person06018,HASC0604696.meta,bag
2_walk,person06018,HASC0604697.meta,bag
2_walk,person06018,HASC0604698.meta,bag
2_walk,person06018,HASC0604699.meta,bag
2_walk,person06018,HASC0604700.meta,bag
2_walk,person06018,HASC0604701.meta,bag
2_walk,person06018,HASC0604702.meta,bag
2_walk,person06018,HASC0604703.meta,bag
2_walk,person06018,HASC0604704.meta,bag
2_walk,person06018,HASC0604705.meta,bag
2_walk,person06018,HASC0604706.meta,bag
2_walk,person06018,HASC0604707.meta,bag
2_walk,person06018,HASC0604708.meta,bag
2_walk,person06018,HASC0604709.meta,bag
2_walk,person06018,HASC0604710.meta,bag
2_walk,person06018,HASC0604711.meta,bag
2_walk,person06018,HASC0604712.meta,bag
2_walk,person06018,HASC0604713.meta,bag
2_walk,person06018,HASC0604714.meta,bag
2_walk,person06018,HASC0604715.meta,bag
2_walk,person06018,HASC0604716.meta,bag
2_walk,person06018,HASC0604717.meta,bag
2_walk,person06018,HASC0604718.meta,bag
2_walk,person06018,HASC0604719.meta,bag
2_walk,person06018,HASC0604720.meta,bag
2_walk,person06018,HASC0604721.meta,bag
2_walk,person06018,HASC0604722.meta,bag
2_walk,person06018,HASC0604723.meta,bag
2_walk,person06018,HASC0604724.meta,bag
2_walk,person06018,HASC0604725.meta,bag
2_walk,person06018,HASC0604726.meta,hand
2_walk,person06018,HASC0604727.meta,hand
2_walk,person06018,HASC0604728.meta,hand
2_walk,person06018,HASC0604729.meta,hand
2_walk,person06018,HASC0604730.meta,hand
2_walk,person06018,HASC0604731.meta,hand
2_walk,person06018,HASC0604732.meta,hand
2_walk,person06018,HASC0604733.meta,hand
2_walk,person06018,HASC0604734.meta,hand
2_walk,person06018,HASC0604735.meta,hand
2_walk,person06018,HASC0604736.meta,hand
2_walk,person06018,HASC0604737.meta,hand
2_walk,person06018,HASC0604738.meta,hand
2_walk,person06018,HASC0604739.meta,hand
2_walk,person06018,HASC0604740.meta,hand
2_walk,person06018,HASC0604741.meta,hand
2_walk,person06018,HASC0604742.meta,hand
2_walk,person06018,HASC0604743.meta,hand
